Pto. El Espinillo	埃尔埃斯皮尼约村
El Burro	埃尔布罗
Mina El Burro	埃尔布罗矿
R. Atuel	阿图埃尔河
Mina Cerro de la Laguna	塞罗德拉拉古纳矿
Mina Marina	马里纳矿
Port. El Risco Plateado	埃尔-里斯科-普拉特阿多山口
Co. Risco Planeado	里斯科-普拉内阿多山
Mina Coihueco	科伊韦科矿
A. Felipe	费利佩溪
A. Paraguay	巴拉圭溪
Co. Paraguay	巴拉圭山
Co. La Brea	拉布雷阿山
Mina Matilde	马蒂尔德矿
A. Colorado Sur	南科洛拉多溪
Pto. Agua de los Novillos	阿瓜-德洛斯诺维约斯村
Ea. Coihueco	科伊韦科庄园
Co. El Boleadero	埃尔博雷阿德罗山
Yacimiento Mallín Largo	马因拉尔戈矿
Pte. del Salado	萨拉多桥
Pampa del Alamo	阿拉莫草原
Pto. Las Paredes	拉斯帕雷德斯村
El Chacay	埃尔查凯村
Ea. El Chacay	埃尔查凯庄园
Co. Aguada Escondida	阿瓜达-埃斯孔迪达山
Co. Mollares	莫亚雷斯山
A. Antilón	安蒂隆溪
Pto. Ag. de la Vaca	巴卡村
Co. Mallín Largo	马因拉尔戈山
Co. Chioques	奇奥克斯山
Co. Las Leñas	拉斯莱尼亚斯山
Co. Los Blancos	洛斯布兰科斯山
Pto. Los Blancos	洛斯布兰科斯村
Co. Colorado de la Q. Montanosa	科洛拉多-德拉蒙塔诺萨山
Co. de los Nucos	努科斯山
Co. Morro Corrales	莫罗科拉莱斯山
Ref. Monte Grl. Zapiola	萨皮奥拉将军山村
Co. La Hoyada	拉奥亚达山
Pto. de las Animas	阿尼马斯村
Co. Morros	莫罗斯山
Pto. Los Morros	洛斯莫罗斯村
Co. Potrerillo de los Morros	波特雷里约-德洛斯莫罗斯山
Co. Cajón de las Lagunas	卡洪-德拉斯拉古纳斯山
Co. de las Minas	米纳斯山
Co. El Deshecho	埃尔德塞乔山
A. de las Leñas	莱尼亚斯溪
Valle de las Leñas	莱尼亚斯山谷
Las Leñas	拉斯莱尼亚斯镇
Co. de los Entre ríos	河间山
Co. Yeseras	耶塞拉斯山
Lag. del Valle	巴耶湖
R. Tordillo	托尔迪约河
Hito XⅠ 26 Po. de Tiburcio	蒂武尔西奥26号山口十一山峰
Hito XⅠ 27 Po. de Sta. Elena	埃莱娜小姐27号山口十一山峰
Hito XⅠ 24 Po. de Vergara	贝尔加拉24号山口十一山峰
Hito XⅠ 25 Po. de Villagra	比亚格拉25号山口十一山峰
Subida de los Rabones	拉沃内斯山坡
Hito XⅠ 23 Po. Lags. del Teno	特诺湖23号山口十一山峰
Hito XⅠ 22 Po. del Planchón	普兰琼22号山口十一山峰
Hito XⅠ 21 Po. del Desecho Q. Valenzuela	德塞乔-巴伦苏埃拉21号山口十一山峰
Co. Cdón del Cura	库拉山
Hito XⅠ 20 Po. Lag. Q. Valle Grande	大巴耶湖20号山口十一山峰
Hito XⅠ 19 Po. de Potrerillos	波特雷里约斯19号山口十一山峰
R. Valenzuela	巴伦苏埃拉河
Port. del Viento	比恩山口
Meseta Colorada	科洛拉达山
Co. Buitre	布伊特雷山
Co. del León	莱昂山
Port. del Chifle	奇夫莱山口
Co. del Toro	托罗山
Co. Chalet	查莱特山
Pampa del Cepillo	塞皮约草原
Co. Oveja	奥韦哈山
R. Seco Grande	大塞科河
Ea. Piedras Blancas	彼德拉斯-布兰卡斯庄园
Pareditas	帕雷迪塔斯镇
Dique Aguande	阿关德大坝
Chilecito	奇莱西托镇
Ea. Aguanda	阿关达庄园
Agua de los Potreros	波特雷罗斯溪
Agua Escondida	埃斯孔迪达溪
Co. Guadal	瓜达尔山
Bordo del Plumerillo	普鲁梅里约
Bordo El Lechucito	埃尔莱丘西托
Bordo El Ovejerío	埃尔奥韦赫里奥
Bordo El Algarrobo	埃尔阿尔加罗沃
Casas Viejas	卡萨斯别哈斯
Bajada del Agua Escondida	埃斯孔迪达溪坡
Agua Tapada	塔帕达溪
Loma Ultima Aguada	乌尔蒂马阿瓜达山脊
R. Seco Ultima Aguada	塞科-乌尔蒂马-阿瓜达河
R. Seco Hondo	塞科-翁多河
Port. de los Blancos	布兰科斯山口
Co. San Agustín	圣阿古斯丁山
Co. Los Yaguaneses	洛斯亚瓜内塞斯山
Canteras Coronel	科罗内尔矿区
Paso de las Carretas	卡雷塔斯河口
Ea. Yaucha	尧查庄园
Loma Grande de Yaucha	格兰德德尧查山脊
Co. del Corral	科拉尔山
Mesón de los Bayos	巴约斯
Co. de los Bayos	巴约斯山
Co. Fierro	菲耶罗山
Co. Colorado de las Lagunillas	科洛拉多-德拉斯拉古尼亚斯山
Co. Los Barros	洛斯巴罗斯山
Co. Pampa de las Osamentas	潘帕-德拉斯奥萨门塔斯山
Port. Ancho	安乔山口
Co. La Guardia Q. Jaguel	拉-瓜尔迪亚-哈格尔山
Co. Negro de Yaucha	内格罗德尧查山
Ref. Mil. Grl. Alvarado	阿尔瓦拉多村
Gen. Nac. Cruz de Piedra	克鲁斯德彼德拉村
Divisadero Marquino	迪维萨德罗-马尔基诺
Co. Agua Negra	阿瓜内格拉山
Co. Divisadero de la Cienaga	迪维萨德罗-德拉谢纳加山
Co. de la Bandolera	班多莱拉山
Pto. Las Cortaderas	拉斯-科尔塔德拉斯村
Bajada Amarilla	阿马里亚坡
A. Las Cortaderas	拉斯-科尔塔德拉斯溪
Co. El Pozo	埃尔波索山
Bajada de los Papagayos	帕帕加约斯坡
Pto. Lagunita	拉古尼塔村
Alm. Papagayos	帕帕加约斯仓库
A. de Yaucha	尧查溪
Bajada de Yaucha	尧查坡
Bajada del Sauce	绍塞坡
Co. de los Leones	莱奥内斯山
Co. del Medio	梅蒂奥山
Co. Gaspar	加斯帕尔山
Co. del Zorro	索罗山
Co. Guadaloso	瓜达洛索山
Loma de las Piedras Blancas	彼德拉斯-布兰卡斯山脊
Pto. Coy Mallín	科伊马因村
Pto. La Invernada	拉因贝尔纳达村
Pto. Rincón de la Pampa	林孔德拉潘帕村
Campo de las Cortaderas	科尔塔德拉斯平原
Co. los Toldos	洛斯托尔多斯山
Co. Echegaray	埃切加赖山
Ea. Arroyo Hondo	阿罗约翁多庄园
Pampa Amarilla	阿马里亚草原
Pto. Los Ramblones	洛斯兰布洛内斯村
Co. Huaiquería	瓦伊克里亚山
R. Barranca de los Loros	巴兰卡-德洛斯洛罗斯河
Ea. El Puma	埃尔普马庄园
Co. Alto de las Peñas	阿尔托-德拉斯佩尼亚斯山
Aguada La Destiladera	德斯蒂拉德拉水池
Ciénaga de Alto	阿尔托沼泽
A. El Carrizalto	埃尔卡里萨尔托溪
Co. Negro de las Mesillas	内格罗-德拉斯梅西亚斯山
Agua Escondida	阿瓜埃斯孔迪达
La Jaula	拉豪拉村
Ref. La Faja	拉法哈村
Co. de las Bolas	博拉斯山
Embalse Agua del Toro	阿瓜德尔托罗水库
Pto. Chacay	查凯村
Loma Amarilla	阿马里亚山脊
R. Seco de las Peñas	塞罗科-德拉斯佩尼亚斯河
Co. Bayo de Agua de Medano	巴约-德阿瓜德梅达诺山
Pto. Maulin	毛林村
Pto. Agua de los Cielos	阿瓜-德洛斯谢洛斯村
Pto. Los Tolditos	洛斯托尔迪托斯村
Co. Rodeo	罗德奥山
Pto. El Imperial	埃尔因佩里亚尔村
Co. La Chilena	拉奇莱纳山
Pto. La Hedionda	拉埃迪翁达村
R. Seco La Hedionda	塞科拉埃迪翁达河
Lag. del Piquillín	皮基因湖
Médano Los Carboneros	洛斯-卡尔沃内罗斯沙丘
Médano de los Chañares	查尼亚雷斯沙丘
Pto. Los Boleadores	洛斯-博莱阿多雷斯村
Co. de la Cuchilla Blanca	库奇亚布兰卡山
Dique Agua del Toro	阿瓜德尔托罗大坝
Co. Diamante	迪亚曼特山
Co. Chico	奇科山
Pampa del Juncalito	洪卡利托草原
Pampa del Médano	梅达诺草原
Co. La Leña	拉莱尼亚山
Mina La Paloma	拉帕洛马矿
Co. Los Buitres	洛斯布伊特雷斯山
Mina El Sosneado	埃尔索斯内阿多矿
Pampa del Cavado	卡瓦多草原
Pampa de los Altos Amarillos	阿尔托斯-阿马里约斯草原
Pampa del Medio	梅迪奥草原
Pampa del Diamante	迪亚曼特草原
Co. Malar	马拉尔山
Mina Piedra de Afilar	彼德拉-德阿菲拉尔矿
Mina La Picaza	拉皮卡萨矿
Pto. Chacaicito	查凯西托村
Co. Abra	阿夫拉山
Pto. La Picaza	拉皮卡萨村
Embalse Los Reyunos	洛斯雷尤诺斯水库
Co. de los Mesones	梅索内斯山
Presa Los Reyunos	洛斯雷尤诺斯坝
Pto. Punta Malar	蓬塔马拉尔村
Presa El Tigre	埃尔蒂格雷坝
Co. de las Pampillas	潘皮亚斯山
Ea. Punta del Agua	蓬塔德尔阿瓜庄园
Co. Negro de las Salinas	内格罗-德拉斯萨利纳斯山
Pto. El Carrizolito	埃尔卡里索利托村
Mina Zitro	锡特罗矿
Embalse Valle Grande	大巴耶水库
Co. Agua del Palo	阿瓜德尔帕洛山
Central Hidroeléctrica N°2	2号水电站
Co. Aisol	艾索尔山
Ea. Tierras Blancas	铁拉斯布兰卡斯庄园
Central Hidroeléctrica N°1	1号水电站
Salinas del Diamante	迪亚曼特盐湖
Est. Salinas El Diamante	迪亚曼特盐湖火车站
Reserva Las Salinas	拉斯萨利纳斯保护区
Yacimiento El Sosneado	埃尔索斯内阿多村
Est. Cañada Amarilla	卡尼亚达-阿马里亚火车站
Co. de los Pocitos	波西托斯山
A. Mallín Largo	马因拉尔戈溪
A. Lechuzo	莱丘索溪
Embalse El Nihuil	埃尔尼维尔水库
Pto. Arenas	阿雷纳斯村
Ctos. Morados	莫拉多斯山
Pto. El Portillo	埃尔波尔蒂约村
Co. Los Cerritos	洛斯塞里托斯山
Pto. Trintrica	特林特林卡村
Loma del Divisadero	迪维萨德罗山脊
El Nihuil	埃尔尼维尔镇
Pto. Arriesgada	阿列斯加达村
Pto. Nacimiento de los Leones	群狮诞生村
Co. Peceño	佩塞尼奥山
Las Minas Trintrica	拉斯-米纳斯-特林特林卡矿
Pto. La Jarillosa	拉哈里约萨村
Co. de las Salinillas	萨利尼亚斯山
Pto. Agua del Blanco	阿瓜德尔布兰科村
To. El Porvenir	埃尔波尔韦尼尔村
Fca.	村庄
S.A.Santiago Germano	圣地亚哥-赫尔马诺公司
Cap. Montoya	蒙托亚镇
Pedro Vargas	佩德罗巴尔加斯镇
Cuadro Benegas	夸特罗贝内加斯镇
Rama Caída	拉马卡伊达镇
Toma Aguas Corrientes	托马-阿瓜斯-科连特斯村
San Rafael	圣拉斐尔市
Cuadro Nacional	夸特罗-纳西奥纳尔镇
Pte. La Nora	拉诺拉桥
Pte. Nuevo Monumental	新纪念碑桥
El Tropezón	埃尔特罗佩松镇
Salto de las Rosas	萨尔托-德拉斯罗萨斯镇
Rincón del Atuel	林孔-德尔阿图埃尔镇
Est. Igr. Balloffet	巴约费特工程师火车站
Pto. El Jilguero	埃尔希尔格罗村
Pte. de Cañada Seca	卡尼亚达塞卡桥
Colonia Las Malvinas	拉斯马尔维纳斯移民村
Las Malvinas	拉斯马尔维纳斯镇
Agua de los Nogues	诺格斯溪
Agua del Puntano	蓬塔诺溪
Co. Guadalito	瓜达利托山
Central Hidroeléctrica N°3	3号水电站
Co. Carrizal	卡里萨尔山
Pto. La Huertita	拉韦尔蒂塔村
Co. Chihuido Norte	北奇维多山
Complejo Minero Torquini	托尔基尼矿区
Salto de la Guanaca	萨尔托-德拉瓜纳卡
Pto. Casa de Piedra	卡萨德彼德拉村
Co. La Parva	拉帕尔瓦山
Co. Ponón Trehue	波农特雷韦山
La Estrechura	拉埃斯特雷丘拉村
Pto. El Puntano	埃尔蓬塔诺村
Co. El Burro	埃尔布罗山
Co. del Lindero	林德罗山
Pto. La Chilena	奇莱纳村
Pto. Los Pajaritos	洛斯帕哈里托斯村
Pto. Agua del Capataz	阿瓜-德尔卡帕塔斯村
Pto. Arroyo Malo	阿罗约马洛村
Pto. Las Taperas	拉斯塔佩拉斯村
Co. Agua del Campo	阿瓜德尔坎波山
Pto. del Gato	加托村
Co. Trintrica	特林特里卡山
Represa El Hijar	埃尔伊哈尔水库
Pto. La Umbre	拉温布雷村
Pto. La Argentina	阿根廷村
Pto. El Retiro Viejo	旧埃尔雷蒂罗村
Ea. La Chuña	拉丘尼亚庄园
Reserva Ecológica Ñacuñán	尼亚库尼扬生态保护区
Est. Ñacuñán	尼亚库尼扬火车站
Pto. Los Molles	洛斯莫耶斯村
Pto. La Banderita	拉班德里塔村
Pto. Los Atamisquis	洛斯-阿塔米斯基斯村
Cpo. El Chañaral	埃尔查尼亚拉尔村
Ea. Puntas de Agua	蓬塔斯德阿瓜庄园
Pto. Guaico El Toro	瓜伊科埃尔托罗村
Ea. Don Manuel	唐马努埃尔庄园
Pto. Tito	蒂托村
Médano de la Cruz	克鲁斯沙丘
Est. Aristides Villanueca	阿里斯蒂德斯-比亚努埃卡火车站
Médano Colorado	科洛拉多沙丘
Guadales	瓜达莱斯村
Pto. El Consuelo	埃尔孔苏埃洛村
Pto. La Consulta	拉孔苏尔塔村
Pto. El Lira	埃尔利拉村
Pto. El Obrero	埃尔奥夫雷罗村
Pto. Labor	拉沃尔村
Ea. Los Huaicos	洛斯瓦伊科斯庄园
Ea. La Horqueta	拉奥尔克塔庄园
Pto. El Cruce	埃尔克鲁塞村
Pto. El Chañaral Chico	小埃尔查尼亚拉尔村
Pto. Navarro	纳瓦罗村
Pto. El Chañar	埃尔查尼亚尔村
Pto. El Leoncito	埃尔莱翁西托村
Ea. La Federala	拉费德拉拉庄园
Las Horquetas	奥尔克塔斯村
Pto. El Montoso	埃尔蒙托索村
Pto. Alto Conchañar	阿尔托-孔查尼亚尔村
Pto. Los Moritos	洛斯莫里托斯村
Cpo. Las Islas	拉斯伊斯拉斯村
Pto. Barnes	巴尔内斯村
Ea. Paso Algarrobo	帕索阿尔加罗沃庄园
Río Diamante	迪亚曼特河
Ea. El Campamento	埃尔坎帕蒙托庄园
Pto. Viejo	别霍村
Resolana	雷索拉纳镇
Cnia. La Llave Vieja	旧拉亚韦移民村
Monte Comán	蒙特科曼村
Goicó	戈伊科村
Cnia. La Llave Nueva	新拉亚韦移民村
Est. Rodolfo Iselín	罗多尔福伊塞林火车站
La Llave Nueva	新拉亚韦镇
Goudge	戈德赫镇
Cnia. La Llave Sur	南拉亚韦移民村
A. Aguaditas	阿瓜迪塔斯溪
Médanos de Picardo	皮卡尔多沙丘
Villa Atuel Norte	北比亚阿图埃尔镇
Negro Quemado	内格罗克马多镇
Villa Atuel	比亚阿图埃尔村
Est. Paradero	帕拉德罗火车站
Colonia Soitué	科洛尼亚-索伊图埃
Jaime Prats	海梅普拉特斯镇
Real del Padre	雷阿尔-德尔帕德雷村
Soitué	索伊图埃镇
Pto. El Pirincho	埃尔皮林乔村
Pto. El Solitario	埃尔索利塔里奥村
Aeródromo Municipal Grl. Alvear	阿尔韦阿尔将军镇机场
Pto. Los Médanos	洛斯梅达诺斯村
Pto. La Paulina	拉保利纳村
Pto. El Alamo	埃尔阿拉莫村
Co. Los Mojados	洛斯莫哈多斯山
Co. Los Embanques	洛斯恩班克斯山
Co. Las Chinches	拉斯钦切斯山
Pto. Coronado	科罗纳多村
Co. Los Portezuelos	洛斯-波尔特苏埃洛斯山
Pto. N°1	1号村庄
Pto. Los Tamariscos	洛斯-塔马里斯科斯村
Co. Vuelta del Cuchillo	布埃尔塔-德尔库奇约山
R. Seco del Agua Segura	塞科-德尔阿瓜塞古拉河
Pto. Molino Chico	小莫利诺村
Pto. Santa Ana	圣阿娜村
Paso El Barroso	埃尔巴罗索河口
Pto. La Casita	拉卡斯塔村
Pto. El Rayo	埃尔拉约村
Ea. El Sitio	埃尔西蒂奥庄园
Pto. El 9 de Julio	7月9日村
Pto. El Durazno	埃尔杜拉斯诺村
Ea. La Media Luna	拉梅迪亚卢纳庄园
Pto. M. de Nievas	涅瓦斯村
Gaspar Campos	加斯帕尔坎波斯村
Ea. El Peguañ	埃尔佩瓜尼庄园
Est. Gurruchaga	古鲁查加火车站
Pto. Musale	穆萨莱村
Ea. Don Santiago	唐圣地亚哥庄园
Corral de Lorca	科拉尔德罗尔卡村
Pampa del Tigre	潘帕德尔蒂格雷村
Ea. Gurruchaga	古鲁查加庄园
Pto. El Carizal	埃尔卡里萨尔村
Pto. Ituzaingo	伊图赛恩戈村
Pto. El Amanecer	埃尔阿马内塞尔村
Ea. La Herradura	拉埃拉杜拉庄园
Pto. Guaico Hondo	瓜伊科翁多村
Ea. Don Ramón	唐拉蒙庄园
Ea. Don Jaime	唐海梅庄园
Pto. La Escondida	拉埃斯孔迪达村
Pto. El Tres	阿尔特雷斯村
Colonia Alvear	科洛尼亚-阿尔韦阿尔
Carmensa	卡尔门萨
Grl. Alvear	阿尔韦阿尔将军市
Est. Cnia. Alvear Norte	北阿尔韦阿尔移民村火车站
Bowen	博温村
Finca San Pedro	圣佩德罗村
Pto. El Chiquito	埃尔奇基托村
Ea. La Silvia	拉西尔维亚庄园
Pto. El 5	五村
Establ. Estanchife	埃斯塔夫莱西缅托-埃斯坦奇费村
Pto. Don Luis	唐路易斯村
Pto. La Montura	拉蒙图拉村
Médanos La Seña	拉塞尼亚沙丘
Ea. La Provincianita	拉-普罗温西亚尼塔庄园
Ea. El Federal	埃尔费德拉尔庄园
Pto. La Redonda	拉雷东达村
Pto. La Bendición	拉本迪西翁村
Carmensa	卡尔门萨村
Pto. El Pedregal	埃尔佩德雷加尔村
Cnia. Hnas. Basilianas	巴西利亚纳斯移民村
Ea. El Ñandú	埃尔尼扬杜庄园
Desagüe Tornati	德萨圭托尔纳蒂河
Cpo. El Balderón	埃尔巴尔德龙村
Establ. La Varita	埃斯塔夫莱西缅托-拉-巴里塔村
Pampa de La Varita	巴里塔草原
Zanjón La Marzolina	马尔索利巴渠
Pto. El Paraíso	埃尔帕赖索村
Est. Los Huarpes	洛斯瓦尔佩斯火车站
Cpo. Santa María	圣玛利亚村
Ea. La Travesía	拉特拉韦西亚庄园
Pto. El Molino	埃尔莫利诺村
Pto. El 3	三村
Est. La Mora	拉莫拉火车站
La Lata	拉拉塔
Ea. La Chapina	拉查皮纳庄园
Pto. El Retamo	埃尔雷塔莫村
Pto. Agua La Piedra	阿瓜拉彼德拉村
Puente Las Horquetas	拉斯奥尔克塔斯桥
Pto. Los Gringos	洛斯格林戈斯村
Pto. La Dulce	拉杜尔塞村
Cpo. La Redonda	拉雷东达村
Cerrillos del Peje	塞里约斯-德尔佩赫
Pto. La Rosada	拉罗萨达村
Alto de las Salinas	拉斯萨利纳斯高地
Pto. de Campo Las Carretas	坎波-拉斯-卡雷塔斯村
Junta Los Ríos	洪塔洛斯里奥斯
Paso Las Vacas	帕索拉斯巴卡斯
Los Desparamos Los Pinos	洛斯-德斯帕拉莫斯-洛斯-皮诺斯
Ea. Santa Cecilia	圣塞西利亚庄园
Establ. Las Termeras	埃斯塔夫莱西缅托-拉斯-特尔梅拉斯村
Cpo. Las Piedritas	拉斯彼德里塔斯村
Pto. Santa Isabel	圣伊莎贝尔村
Ea. La Chischaca	拉奇斯查卡庄园
Ea. Don Segundo	唐贡多庄园
Pto. Pozo N°3	3号波索村
Pto. Las 3 Represas	拉斯-特雷斯-雷普雷萨斯村
Pto. La Hilacha	拉伊拉查村
Ea. San Martín del Alto Negro	圣马丁-德尔阿尔托内格罗庄园
Varela	巴雷拉村
El Molle	埃尔莫耶
Pto. Pozo N°2	2号波索村
Pto. El 18	十八村
Chischaquita	奇斯查基塔村
Ea. Las 3 Cañadas	拉斯-特雷斯-卡尼亚达斯庄园
Pto. El Cazador	埃尔卡塞多尔村
Cpo. de Pesce	佩斯塞村
Las Gamas	拉斯加马斯
La Irene	拉伊雷内
Pto. El Ñato	埃尔尼亚托村
Pto. El 22	二十二村
Pto. El Mangrullo	埃尔曼格鲁约村
Pto. La Salina	拉萨利纳村
Pto. La Inca	拉因卡村
Pto. El Eje	埃尔埃赫村
Eatabl. El Recuerdo	埃斯塔夫莱西缅托-埃尔-雷库埃尔多村
Pto. El Fondo	埃尔丰多村
Ea. Los Unidos	洛斯乌尼多斯庄园
Ea. El Potrillo	埃尔波特里约庄园
Ea. Los Pocitos Sud	南洛斯波西托斯庄园
Ea. Laguna de Capelén	拉古纳德卡佩伦庄园
Lag. Capelén	卡佩伦湖
Pto. Carralito	卡拉利托村
Ea. Los Trapales	洛斯特拉帕莱斯庄园
Lag. de las Vacas	巴卡斯湖
Establ. El Caldén	埃斯塔夫莱西缅托-埃尔-卡尔登村
Lag. Los Trapales	洛斯特拉帕莱斯湖
Lag. El Divisadero	埃尔迪维萨德罗湖
Ea. La Emilia	拉艾米莉亚庄园
Lag. La Emilia	拉艾米莉亚湖
Ea. Los Tolditos	洛斯托尔迪托斯庄园
Ea. Don Hernán	唐埃尔南庄园
Ea. Fortín Yapeyú	福尔延亚佩尤庄园
Pto. Santiago	圣地亚哥村
Lag. El Santiago	埃尔圣地亚哥湖
Ea. Los Cisnes	洛斯西斯内斯庄园
Lag. Los Barriles	洛斯巴里莱斯湖
Ea. Las Praderas	拉斯普拉德拉斯庄园
Lag. Sovén	索文湖
Sovén	索文村
Lag. Ranquel	兰克尔湖
Lag. El Bombero	埃尔邦贝罗湖
Pto. San Sebastián	圣塞巴斯蒂安村
Pto. Doña María	唐娜玛利亚村
Pto. El 13	十三村
Pto. El Desbarrancado	埃尔-德斯瓦兰卡多村
Ea. Primer Laguna	第一湖庄园
Lag. Primer Laguna	第一湖
Ea. San Juan de Tastú	圣胡安德塔斯图庄园
Lag. El Tigre	埃尔蒂格雷湖
Pto. La Leona	拉莱奥纳村
Ea. Las Taguas	拉斯塔瓜斯庄园
Ea. Los Pibes	洛斯皮韦斯庄园
Lag. Las Taguas	拉斯塔瓜斯湖
Lag. El Corralito	埃尔科拉利托湖
La Portada	拉波尔塔达
Ea. El Corralito	埃尔科拉利托庄园
Ea. La Felisa	拉费丽莎庄园
Pto. El Centenario	埃尔森特纳里奥村
Ea. Uchaimá	乌柴马庄园
Lag. La Isla	拉伊斯拉湖
Lag. El Oasis	埃尔奥阿西斯湖
Lag. Las Turcas	拉斯图尔卡斯湖
Lag. El 11	十一湖
Ea. Gloria de Dios	格洛里亚-德迪奥斯庄园
Ea. El Durazno	埃尔杜拉斯诺庄园
Ea. La Colina	拉克利纳庄园
Ea. La Polita	拉波利塔庄园
Médano del Triste	特里斯特沙丘
Colonia Calzada	卡尔萨达移民村
Navia	纳维亚村
Usiyal	乌西亚尔村
Nahuel Mapá	纳韦尔马帕村
Pto. El Caria	埃尔卡里亚村
Pto. San Gerónimo	圣赫罗尼莫村
Médano de Campana	坎帕纳沙丘
Ea. Paso Ancho	帕索安乔庄园
Pto. Aguada Los Atravesados	阿瓜达-洛斯-阿特拉韦萨多斯村
Médano del Chancho	钱乔沙丘
Ea. Laiseca	莱斯塞卡庄园
Ea. Viva La Patria	祖国万岁庄园
Est. Cnl. Segovia	塞戈维亚火车站
Ea. San Manuel	圣马努埃尔庄园
Ea. La Rosalía	拉罗萨利亚庄园
Batavia	巴塔维亚村
Ea. Los Valles	洛斯巴耶斯庄园
Ea. La Juana Chica	小拉华纳庄园
Establ. El Guayco Santiago	埃尔-瓜伊科-圣地亚哥村
Establ. El Morajú	埃尔莫拉胡村
Ea. Pago Chico	小帕戈庄园
Ea. El Aguila	埃尔吉拉庄园
Ea. El Patria	埃尔帕特里亚庄园
Ea. Yatagán	亚塔甘庄园
Ea. La Ana	拉安娜庄园
Fortín El Patria	福尔延-埃尔-帕特里亚村
Ea. La Nutria	拉努特里亚庄园
Ea. El Espinillo	埃尔埃斯皮尼约庄园
Ea. El 42	四十二庄园
Ea. Santa Paz	圣帕斯庄园
Cpo. El Cóndor Chico	小埃尔孔多尔村
Ea. El Cóndor y Ceferino	埃尔孔多尔和塞费里诺庄园
Ea. Ludovico	卢多维科庄园
Ea. La Caldera	拉卡尔德拉庄园
Ea. Los Prados	洛斯普拉多斯庄园
Ea. Don Omar	唐奥马尔庄园
Colonia Urdaniz	科洛尼亚-乌韦达尼斯
Ea. La Tosca	拉托斯卡庄园
Cpo. Los Tres Amigos	三朋友村
Cpo. La Tigra	拉蒂格拉村
Cpo. Explotación León de Mar	埃克斯普洛塔西翁莱昂-德马尔村
Maroma de Olmedo	马罗马德奥尔梅多
Maroma de Páez	马罗马德帕埃斯
Ea. La Cruz del Sud	拉克鲁斯-德尔苏德村
Establ. Cristo Rey	埃斯塔夫莱西缅托-克里斯托-雷村
Establ.Santa Lucía	埃斯塔夫莱西缅托-圣-露西亚村
Ea. El Toro Muerto	埃尔-托罗穆埃尔托庄园
Lag. Alto del Pedernal	阿尔托-德尔佩德尔纳尔湖
Establ. La Cotadera	拉科塔德拉村
Bagual	巴瓜尔村
Ea. 2 de Mayo	5月2日庄园
Establ. La Juanita	埃斯塔夫莱西缅托-拉-华尼塔村
Lag. El Pantano	埃尔潘塔诺湖
Establ. La Esperanza Nueva	拉-埃斯佩兰萨-努埃瓦村
Unión	乌尼翁镇
Establ. La Marga	埃斯塔夫莱西缅托-拉-马尔加村
Cochequingan	科切金甘
Establ. El 46	埃斯塔夫莱西缅托-四十村
Ea. Los Baldes	洛斯巴尔德斯庄园
